date,region,cases,import_status
2020-04-05,BAJA CALIFORNIA SUR,1.0,local
2020-04-06,BAJA CALIFORNIA SUR,25.0,local
2020-04-07,BAJA CALIFORNIA SUR,2.0,local
2020-04-08,BAJA CALIFORNIA SUR,12.0,local
2020-04-09,BAJA CALIFORNIA SUR,0.0,local
2020-04-10,BAJA CALIFORNIA SUR,17.0,local
2020-04-11,BAJA CALIFORNIA SUR,17.0,local
2020-04-12,BAJA CALIFORNIA SUR,18.0,local
2020-04-13,BAJA CALIFORNIA SUR,33.0,local
2020-04-14,BAJA CALIFORNIA SUR,11.0,local
2020-04-15,BAJA CALIFORNIA SUR,1.0,local
2020-04-16,BAJA CALIFORNIA SUR,1.0,local
2020-04-17,BAJA CALIFORNIA SUR,3.0,local
2020-04-18,BAJA CALIFORNIA SUR,4.0,local
2020-04-19,BAJA CALIFORNIA SUR,20.0,local
2020-04-20,BAJA CALIFORNIA SUR,12.0,local
2020-04-21,BAJA CALIFORNIA SUR,23.0,local
2020-04-22,BAJA CALIFORNIA SUR,12.0,local
2020-04-23,BAJA CALIFORNIA SUR,1.0,local
2020-04-24,BAJA CALIFORNIA SUR,6.0,local
2020-04-25,BAJA CALIFORNIA SUR,19.0,local
2020-04-26,BAJA CALIFORNIA SUR,18.0,local
2020-04-27,BAJA CALIFORNIA SUR,1.0,local
2020-04-28,BAJA CALIFORNIA SUR,7.0,local
2020-04-29,BAJA CALIFORNIA SUR,9.0,local
2020-04-30,BAJA CALIFORNIA SUR,7.0,local
2020-05-01,BAJA CALIFORNIA SUR,14.0,local
2020-05-02,BAJA CALIFORNIA SUR,8.0,local
2020-05-03,BAJA CALIFORNIA SUR,9.0,local
2020-05-04,BAJA CALIFORNIA SUR,5.0,local
2020-05-05,BAJA CALIFORNIA SUR,7.0,local
2020-05-06,BAJA CALIFORNIA SUR,7.0,local
2020-05-07,BAJA CALIFORNIA SUR,10.0,local
2020-05-08,BAJA CALIFORNIA SUR,5.0,local
2020-05-09,BAJA CALIFORNIA SUR,6.0,local
2020-05-10,BAJA CALIFORNIA SUR,8.0,local
2020-05-11,BAJA CALIFORNIA SUR,11.0,local
2020-05-12,BAJA CALIFORNIA SUR,3.0,local
2020-05-13,BAJA CALIFORNIA SUR,8.0,local
2020-05-14,BAJA CALIFORNIA SUR,11.0,local
2020-05-15,BAJA CALIFORNIA SUR,19.0,local
2020-05-16,BAJA CALIFORNIA SUR,6.0,local
2020-05-17,BAJA CALIFORNIA SUR,14.0,local
2020-05-18,BAJA CALIFORNIA SUR,3.0,local
2020-05-19,BAJA CALIFORNIA SUR,7.0,local
2020-05-20,BAJA CALIFORNIA SUR,7.0,local
2020-04-01,CAMPECHE,-470.0,local
2020-04-02,CAMPECHE,0.0,local
2020-04-03,CAMPECHE,1.0,local
2020-04-04,CAMPECHE,1.0,local
2020-04-05,CAMPECHE,0.0,local
2020-04-06,CAMPECHE,1.0,local
2020-04-07,CAMPECHE,5.0,local
2020-04-08,CAMPECHE,0.0,local
2020-04-09,CAMPECHE,0.0,local
2020-04-10,CAMPECHE,1.0,local
2020-04-11,CAMPECHE,3.0,local
2020-04-12,CAMPECHE,2.0,local
2020-04-13,CAMPECHE,2.0,local
2020-04-14,CAMPECHE,3.0,local
2020-04-15,CAMPECHE,3.0,local
2020-04-16,CAMPECHE,0.0,local
2020-04-17,CAMPECHE,1.0,local
2020-04-18,CAMPECHE,8.0,local
2020-04-19,CAMPECHE,1.0,local
2020-04-20,CAMPECHE,5.0,local
2020-04-21,CAMPECHE,3.0,local
2020-04-22,CAMPECHE,3.0,local
2020-04-23,CAMPECHE,0.0,local
2020-04-24,CAMPECHE,11.0,local
2020-04-25,CAMPECHE,3.0,local
2020-04-26,CAMPECHE,6.0,local
2020-04-27,CAMPECHE,7.0,local
2020-04-28,CAMPECHE,5.0,local
2020-04-29,CAMPECHE,6.0,local
2020-04-30,CAMPECHE,6.0,local
2020-05-01,CAMPECHE,7.0,local
2020-05-02,CAMPECHE,9.0,local
2020-05-03,CAMPECHE,4.0,local
2020-05-04,CAMPECHE,9.0,local
2020-05-05,CAMPECHE,3.0,local
2020-05-06,CAMPECHE,22.0,local
2020-05-07,CAMPECHE,10.0,local
2020-05-08,CAMPECHE,9.0,local
2020-05-09,CAMPECHE,15.0,local
2020-05-10,CAMPECHE,12.0,local
2020-05-11,CAMPECHE,16.0,local
2020-05-12,CAMPECHE,2.0,local
2020-05-13,CAMPECHE,15.0,local
2020-05-14,CAMPECHE,27.0,local
2020-05-15,CAMPECHE,27.0,local
2020-05-16,CAMPECHE,8.0,local
2020-05-17,CAMPECHE,8.0,local
2020-05-18,CAMPECHE,10.0,local
2020-05-19,CAMPECHE,13.0,local
2020-05-20,CAMPECHE,9.0,local
2020-04-01,COAHUILA,-269.0,local
2020-04-02,COAHUILA,5.0,local
2020-04-03,COAHUILA,7.0,local
2020-04-04,COAHUILA,2.0,local
2020-04-05,COAHUILA,11.0,local
2020-04-06,COAHUILA,21.0,local
2020-04-07,COAHUILA,7.0,local
2020-04-08,COAHUILA,14.0,local
2020-04-09,COAHUILA,8.0,local
2020-04-10,COAHUILA,13.0,local
2020-04-11,COAHUILA,13.0,local
2020-04-12,COAHUILA,1.0,local
2020-04-13,COAHUILA,19.0,local
2020-04-14,COAHUILA,18.0,local
2020-04-15,COAHUILA,1.0,local
2020-04-16,COAHUILA,21.0,local
2020-04-17,COAHUILA,3.0,local
2020-04-18,COAHUILA,15.0,local
2020-04-19,COAHUILA,5.0,local
2020-04-20,COAHUILA,17.0,local
2020-04-21,COAHUILA,11.0,local
2020-04-22,COAHUILA,13.0,local
2020-04-23,COAHUILA,11.0,local
2020-04-24,COAHUILA,22.0,local
2020-04-25,COAHUILA,23.0,local
2020-04-26,COAHUILA,8.0,local
2020-04-27,COAHUILA,10.0,local
2020-04-28,COAHUILA,10.0,local
2020-04-29,COAHUILA,1.0,local
2020-04-30,COAHUILA,38.0,local
2020-05-01,COAHUILA,13.0,local
2020-05-02,COAHUILA,20.0,local
2020-05-03,COAHUILA,13.0,local
2020-05-04,COAHUILA,23.0,local
2020-05-05,COAHUILA,13.0,local
2020-05-06,COAHUILA,2.0,local
2020-05-07,COAHUILA,10.0,local
2020-05-08,COAHUILA,36.0,local
2020-05-09,COAHUILA,16.0,local
2020-05-10,COAHUILA,9.0,local
2020-05-11,COAHUILA,10.0,local
2020-05-12,COAHUILA,12.0,local
2020-05-13,COAHUILA,32.0,local
2020-05-14,COAHUILA,9.0,local
2020-05-15,COAHUILA,19.0,local
2020-05-16,COAHUILA,23.0,local
2020-05-17,COAHUILA,12.0,local
2020-05-18,COAHUILA,3.0,local
2020-05-19,COAHUILA,25.0,local
2020-05-20,COAHUILA,42.0,local
2020-04-01,COLIMA,-746.0,local
2020-04-02,COLIMA,0.0,local
2020-04-03,COLIMA,1.0,local
2020-04-04,COLIMA,0.0,local
2020-04-05,COLIMA,0.0,local
2020-04-06,COLIMA,0.0,local
2020-04-07,COLIMA,1.0,local
2020-04-08,COLIMA,2.0,local
2020-04-09,COLIMA,0.0,local
2020-04-10,COLIMA,0.0,local
2020-04-11,COLIMA,0.0,local
2020-04-12,COLIMA,0.0,local
2020-04-13,COLIMA,1.0,local
2020-04-14,COLIMA,0.0,local
2020-04-15,COLIMA,0.0,local
2020-04-16,COLIMA,0.0,local
2020-04-17,COLIMA,2.0,local
2020-04-18,COLIMA,1.0,local
2020-04-19,COLIMA,1.0,local
2020-04-20,COLIMA,0.0,local
2020-04-21,COLIMA,3.0,local
2020-04-22,COLIMA,0.0,local
2020-04-23,COLIMA,1.0,local
2020-04-24,COLIMA,0.0,local
2020-04-25,COLIMA,1.0,local
2020-04-26,COLIMA,2.0,local
2020-04-27,COLIMA,5.0,local
2020-04-28,COLIMA,2.0,local
2020-04-29,COLIMA,0.0,local
2020-04-30,COLIMA,1.0,local
2020-05-01,COLIMA,1.0,local
2020-05-02,COLIMA,1.0,local
2020-05-03,COLIMA,0.0,local
2020-05-04,COLIMA,1.0,local
2020-05-05,COLIMA,1.0,local
2020-05-06,COLIMA,0.0,local
2020-05-07,COLIMA,4.0,local
2020-05-08,COLIMA,3.0,local
2020-05-09,COLIMA,0.0,local
2020-05-10,COLIMA,6.0,local
2020-05-11,COLIMA,1.0,local
2020-05-12,COLIMA,1.0,local
2020-05-13,COLIMA,0.0,local
2020-05-14,COLIMA,8.0,local
2020-05-15,COLIMA,4.0,local
2020-05-16,COLIMA,4.0,local
2020-05-17,COLIMA,7.0,local
2020-05-18,COLIMA,6.0,local
2020-05-19,COLIMA,4.0,local
2020-05-20,COLIMA,4.0,local
2020-04-01,CHIAPAS,-69.0,local
2020-04-02,CHIAPAS,1.0,local
2020-04-03,CHIAPAS,2.0,local
2020-04-04,CHIAPAS,2.0,local
2020-04-05,CHIAPAS,5.0,local
2020-04-06,CHIAPAS,1.0,local
2020-04-07,CHIAPAS,2.0,local
2020-04-08,CHIAPAS,4.0,local
2020-04-09,CHIAPAS,2.0,local
2020-04-10,CHIAPAS,5.0,local
2020-04-11,CHIAPAS,1.0,local
2020-04-12,CHIAPAS,4.0,local
2020-04-13,CHIAPAS,0.0,local
2020-04-14,CHIAPAS,2.0,local
2020-04-15,CHIAPAS,4.0,local
2020-04-16,CHIAPAS,6.0,local
2020-04-17,CHIAPAS,5.0,local
2020-04-18,CHIAPAS,4.0,local
2020-04-19,CHIAPAS,6.0,local
2020-04-20,CHIAPAS,1.0,local
2020-04-21,CHIAPAS,8.0,local
2020-04-22,CHIAPAS,8.0,local
2020-04-23,CHIAPAS,12.0,local
2020-04-24,CHIAPAS,5.0,local
2020-04-25,CHIAPAS,14.0,local
2020-04-26,CHIAPAS,4.0,local
2020-04-27,CHIAPAS,10.0,local
2020-04-28,CHIAPAS,9.0,local
2020-04-29,CHIAPAS,24.0,local
2020-04-30,CHIAPAS,12.0,local
2020-05-01,CHIAPAS,16.0,local
2020-05-02,CHIAPAS,23.0,local
2020-05-03,CHIAPAS,11.0,local
2020-05-04,CHIAPAS,4.0,local
2020-05-05,CHIAPAS,10.0,local
2020-05-06,CHIAPAS,22.0,local
2020-05-07,CHIAPAS,28.0,local
2020-05-08,CHIAPAS,39.0,local
2020-05-09,CHIAPAS,37.0,local
2020-05-10,CHIAPAS,27.0,local
2020-05-11,CHIAPAS,25.0,local
2020-05-12,CHIAPAS,14.0,local
2020-05-13,CHIAPAS,17.0,local
2020-05-14,CHIAPAS,52.0,local
2020-05-15,CHIAPAS,31.0,local
2020-05-16,CHIAPAS,67.0,local
2020-05-17,CHIAPAS,53.0,local
2020-05-18,CHIAPAS,35.0,local
2020-05-19,CHIAPAS,49.0,local
2020-05-20,CHIAPAS,71.0,local
2020-04-01,CHIHUAHUA,-797.0,local
2020-04-02,CHIHUAHUA,0.0,local
2020-04-03,CHIHUAHUA,1.0,local
2020-04-04,CHIHUAHUA,2.0,local
2020-04-05,CHIHUAHUA,2.0,local
2020-04-06,CHIHUAHUA,7.0,local
2020-04-07,CHIHUAHUA,0.0,local
2020-04-08,CHIHUAHUA,7.0,local
2020-04-09,CHIHUAHUA,13.0,local
2020-04-10,CHIHUAHUA,12.0,local
2020-04-11,CHIHUAHUA,0.0,local
2020-04-12,CHIHUAHUA,7.0,local
2020-04-13,CHIHUAHUA,6.0,local
2020-04-14,CHIHUAHUA,2.0,local
2020-04-15,CHIHUAHUA,14.0,local
2020-04-16,CHIHUAHUA,23.0,local
2020-04-17,CHIHUAHUA,7.0,local
2020-04-18,CHIHUAHUA,16.0,local
2020-04-19,CHIHUAHUA,16.0,local
2020-04-20,CHIHUAHUA,4.0,local
2020-04-21,CHIHUAHUA,3.0,local
2020-04-22,CHIHUAHUA,21.0,local
2020-04-23,CHIHUAHUA,19.0,local
2020-04-24,CHIHUAHUA,19.0,local
2020-04-25,CHIHUAHUA,28.0,local
2020-04-26,CHIHUAHUA,18.0,local
2020-04-27,CHIHUAHUA,13.0,local
2020-04-28,CHIHUAHUA,43.0,local
2020-04-29,CHIHUAHUA,11.0,local
2020-04-30,CHIHUAHUA,26.0,local
2020-05-01,CHIHUAHUA,49.0,local
2020-05-02,CHIHUAHUA,52.0,local
2020-05-03,CHIHUAHUA,60.0,local
2020-05-04,CHIHUAHUA,20.0,local
2020-05-05,CHIHUAHUA,49.0,local
2020-05-06,CHIHUAHUA,19.0,local
2020-05-07,CHIHUAHUA,17.0,local
2020-05-08,CHIHUAHUA,15.0,local
2020-05-09,CHIHUAHUA,26.0,local
2020-05-10,CHIHUAHUA,16.0,local
2020-05-11,CHIHUAHUA,19.0,local
2020-05-12,CHIHUAHUA,37.0,local
2020-05-13,CHIHUAHUA,38.0,local
2020-05-14,CHIHUAHUA,31.0,local
2020-05-15,CHIHUAHUA,75.0,local
2020-05-16,CHIHUAHUA,24.0,local
2020-05-17,CHIHUAHUA,19.0,local
2020-05-18,CHIHUAHUA,0.0,local
2020-05-19,CHIHUAHUA,43.0,local
2020-05-20,CHIHUAHUA,54.0,local
2020-04-01,CIUDAD DE MEXICO,-729.0,local
2020-04-02,CIUDAD DE MEXICO,14.0,local
2020-04-03,CIUDAD DE MEXICO,33.0,local
2020-04-04,CIUDAD DE MEXICO,65.0,local
2020-04-05,CIUDAD DE MEXICO,95.0,local
2020-04-06,CIUDAD DE MEXICO,60.0,local
2020-04-07,CIUDAD DE MEXICO,101.0,local
2020-04-08,CIUDAD DE MEXICO,113.0,local
2020-04-09,CIUDAD DE MEXICO,44.0,local
2020-04-10,CIUDAD DE MEXICO,107.0,local
2020-04-11,CIUDAD DE MEXICO,76.0,local
2020-04-12,CIUDAD DE MEXICO,180.0,local
2020-04-13,CIUDAD DE MEXICO,93.0,local
2020-04-14,CIUDAD DE MEXICO,108.0,local
2020-04-15,CIUDAD DE MEXICO,106.0,local
2020-04-16,CIUDAD DE MEXICO,112.0,local
2020-04-17,CIUDAD DE MEXICO,212.0,local
2020-04-18,CIUDAD DE MEXICO,180.0,local
2020-04-19,CIUDAD DE MEXICO,248.0,local
2020-04-20,CIUDAD DE MEXICO,91.0,local
2020-04-21,CIUDAD DE MEXICO,136.0,local
2020-04-22,CIUDAD DE MEXICO,356.0,local
2020-04-23,CIUDAD DE MEXICO,342.0,local
2020-04-24,CIUDAD DE MEXICO,375.0,local
2020-04-25,CIUDAD DE MEXICO,232.0,local
2020-04-26,CIUDAD DE MEXICO,202.0,local
2020-04-27,CIUDAD DE MEXICO,186.0,local
2020-04-28,CIUDAD DE MEXICO,322.0,local
2020-04-29,CIUDAD DE MEXICO,308.0,local
2020-04-30,CIUDAD DE MEXICO,427.0,local
2020-05-01,CIUDAD DE MEXICO,339.0,local
2020-05-02,CIUDAD DE MEXICO,465.0,local
2020-05-03,CIUDAD DE MEXICO,404.0,local
2020-05-04,CIUDAD DE MEXICO,368.0,local
2020-05-05,CIUDAD DE MEXICO,214.0,local
2020-05-06,CIUDAD DE MEXICO,522.0,local
2020-05-07,CIUDAD DE MEXICO,608.0,local
2020-05-08,CIUDAD DE MEXICO,576.0,local
2020-05-09,CIUDAD DE MEXICO,513.0,local
2020-05-10,CIUDAD DE MEXICO,519.0,local
2020-05-11,CIUDAD DE MEXICO,246.0,local
2020-05-12,CIUDAD DE MEXICO,546.0,local
2020-05-13,CIUDAD DE MEXICO,417.0,local
2020-05-14,CIUDAD DE MEXICO,718.0,local
2020-05-15,CIUDAD DE MEXICO,792.0,local
2020-05-16,CIUDAD DE MEXICO,620.0,local
2020-05-17,CIUDAD DE MEXICO,596.0,local
2020-05-18,CIUDAD DE MEXICO,894.0,local
2020-05-19,CIUDAD DE MEXICO,717.0,local
2020-05-20,CIUDAD DE MEXICO,561.0,local
2020-04-01,DURANGO,-15837.0,local
2020-04-02,DURANGO,1.0,local
2020-04-03,DURANGO,0.0,local
2020-04-04,DURANGO,2.0,local
2020-04-05,DURANGO,2.0,local
2020-04-06,DURANGO,0.0,local
2020-04-07,DURANGO,3.0,local
2020-04-08,DURANGO,0.0,local
2020-04-09,DURANGO,1.0,local
2020-04-10,DURANGO,2.0,local
2020-04-11,DURANGO,0.0,local
2020-04-12,DURANGO,0.0,local
2020-04-13,DURANGO,0.0,local
2020-04-14,DURANGO,-1.0,local
2020-04-15,DURANGO,1.0,local
2020-04-16,DURANGO,0.0,local
2020-04-17,DURANGO,2.0,local
2020-04-18,DURANGO,0.0,local
2020-04-19,DURANGO,2.0,local
2020-04-20,DURANGO,1.0,local
2020-04-21,DURANGO,8.0,local
2020-04-22,DURANGO,2.0,local
2020-04-23,DURANGO,5.0,local
2020-04-24,DURANGO,2.0,local
2020-04-25,DURANGO,2.0,local
2020-04-26,DURANGO,2.0,local
2020-04-27,DURANGO,1.0,local
2020-04-28,DURANGO,11.0,local
2020-04-29,DURANGO,2.0,local
2020-04-30,DURANGO,8.0,local
2020-05-01,DURANGO,4.0,local
2020-05-02,DURANGO,3.0,local
2020-05-03,DURANGO,2.0,local
2020-05-04,DURANGO,5.0,local
2020-05-05,DURANGO,0.0,local
2020-05-06,DURANGO,11.0,local
2020-05-07,DURANGO,6.0,local
2020-05-08,DURANGO,10.0,local
2020-05-09,DURANGO,2.0,local
2020-05-10,DURANGO,6.0,local
2020-05-11,DURANGO,2.0,local
2020-05-12,DURANGO,6.0,local
2020-05-13,DURANGO,4.0,local
2020-05-14,DURANGO,17.0,local
2020-05-15,DURANGO,6.0,local
2020-05-16,DURANGO,6.0,local
2020-05-17,DURANGO,2.0,local
2020-05-18,DURANGO,11.0,local
2020-05-19,DURANGO,7.0,local
2020-05-20,DURANGO,13.0,local
2020-04-01,GUANAJUATO,-139.0,local
2020-04-02,GUANAJUATO,1.0,local
2020-04-03,GUANAJUATO,2.0,local
2020-04-04,GUANAJUATO,1.0,local
2020-04-05,GUANAJUATO,0.0,local
2020-04-06,GUANAJUATO,5.0,local
2020-04-07,GUANAJUATO,3.0,local
2020-04-08,GUANAJUATO,6.0,local
2020-04-09,GUANAJUATO,4.0,local
2020-04-10,GUANAJUATO,7.0,local
2020-04-11,GUANAJUATO,3.0,local
2020-04-12,GUANAJUATO,1.0,local
2020-04-13,GUANAJUATO,6.0,local
2020-04-14,GUANAJUATO,2.0,local
2020-04-15,GUANAJUATO,1.0,local
2020-04-16,GUANAJUATO,5.0,local
2020-04-17,GUANAJUATO,17.0,local
2020-04-18,GUANAJUATO,4.0,local
2020-04-19,GUANAJUATO,16.0,local
2020-04-20,GUANAJUATO,17.0,local
2020-04-21,GUANAJUATO,8.0,local
2020-04-22,GUANAJUATO,14.0,local
2020-04-23,GUANAJUATO,10.0,local
2020-04-24,GUANAJUATO,10.0,local
2020-04-25,GUANAJUATO,5.0,local
2020-04-26,GUANAJUATO,8.0,local
2020-04-27,GUANAJUATO,10.0,local
2020-04-28,GUANAJUATO,5.0,local
2020-04-29,GUANAJUATO,18.0,local
2020-04-30,GUANAJUATO,24.0,local
2020-05-01,GUANAJUATO,20.0,local
2020-05-02,GUANAJUATO,7.0,local
2020-05-03,GUANAJUATO,18.0,local
2020-05-04,GUANAJUATO,7.0,local
2020-05-05,GUANAJUATO,14.0,local
2020-05-06,GUANAJUATO,14.0,local
2020-05-07,GUANAJUATO,45.0,local
2020-05-08,GUANAJUATO,26.0,local
2020-05-09,GUANAJUATO,29.0,local
2020-05-10,GUANAJUATO,30.0,local
2020-05-11,GUANAJUATO,32.0,local
2020-05-12,GUANAJUATO,39.0,local
2020-05-13,GUANAJUATO,36.0,local
2020-05-14,GUANAJUATO,39.0,local
2020-05-15,GUANAJUATO,39.0,local
2020-05-16,GUANAJUATO,29.0,local
2020-05-17,GUANAJUATO,48.0,local
2020-05-18,GUANAJUATO,24.0,local
2020-05-19,GUANAJUATO,36.0,local
2020-05-20,GUANAJUATO,26.0,local
2020-04-01,GUERRERO,-804.0,local
2020-04-02,GUERRERO,2.0,local
2020-04-03,GUERRERO,2.0,local
2020-04-04,GUERRERO,1.0,local
2020-04-05,GUERRERO,5.0,local
2020-04-06,GUERRERO,5.0,local
2020-04-07,GUERRERO,5.0,local
2020-04-08,GUERRERO,11.0,local
2020-04-09,GUERRERO,2.0,local
2020-04-10,GUERRERO,6.0,local
2020-04-11,GUERRERO,3.0,local
2020-04-12,GUERRERO,14.0,local
2020-04-13,GUERRERO,7.0,local
2020-04-14,GUERRERO,11.0,local
2020-04-15,GUERRERO,9.0,local
2020-04-16,GUERRERO,3.0,local
2020-04-17,GUERRERO,9.0,local
2020-04-18,GUERRERO,0.0,local
2020-04-19,GUERRERO,12.0,local
2020-04-20,GUERRERO,5.0,local
2020-04-21,GUERRERO,1.0,local
2020-04-22,GUERRERO,12.0,local
2020-04-23,GUERRERO,21.0,local
2020-04-24,GUERRERO,8.0,local
2020-04-25,GUERRERO,6.0,local
2020-04-26,GUERRERO,23.0,local
2020-04-27,GUERRERO,15.0,local
2020-04-28,GUERRERO,24.0,local
2020-04-29,GUERRERO,29.0,local
2020-04-30,GUERRERO,13.0,local
2020-05-01,GUERRERO,35.0,local
2020-05-02,GUERRERO,1.0,local
2020-05-03,GUERRERO,25.0,local
2020-05-04,GUERRERO,24.0,local
2020-05-05,GUERRERO,22.0,local
2020-05-06,GUERRERO,25.0,local
2020-05-07,GUERRERO,28.0,local
2020-05-08,GUERRERO,9.0,local
2020-05-09,GUERRERO,25.0,local
2020-05-10,GUERRERO,56.0,local
2020-05-11,GUERRERO,51.0,local
2020-05-12,GUERRERO,36.0,local
2020-05-13,GUERRERO,52.0,local
2020-05-14,GUERRERO,26.0,local
2020-05-15,GUERRERO,47.0,local
2020-05-16,GUERRERO,42.0,local
2020-05-17,GUERRERO,13.0,local
2020-05-18,GUERRERO,57.0,local
2020-05-19,GUERRERO,44.0,local
2020-05-20,GUERRERO,28.0,local
2020-04-01,HIDALGO,-904.0,local
2020-04-02,HIDALGO,5.0,local
2020-04-03,HIDALGO,3.0,local
2020-04-04,HIDALGO,2.0,local
2020-04-05,HIDALGO,2.0,local
2020-04-06,HIDALGO,3.0,local
2020-04-07,HIDALGO,6.0,local
2020-04-08,HIDALGO,5.0,local
2020-04-09,HIDALGO,1.0,local
2020-04-10,HIDALGO,3.0,local
2020-04-11,HIDALGO,1.0,local
2020-04-12,HIDALGO,5.0,local
2020-04-13,HIDALGO,0.0,local
2020-04-14,HIDALGO,5.0,local
2020-04-15,HIDALGO,2.0,local
2020-04-16,HIDALGO,3.0,local
2020-04-17,HIDALGO,6.0,local
2020-04-18,HIDALGO,5.0,local
2020-04-19,HIDALGO,13.0,local
2020-04-20,HIDALGO,5.0,local
2020-04-21,HIDALGO,15.0,local
